flight_id,flight_date,origin,destination,aircraft_id,aircraft_type,scheduled_departure,scheduled_duration_min,delay_reason,departure_delay_min,cancelled,passengers
FL007032,2025-11-08,HEL,JFK,OH-A132,A321,2025-11-08 14:28:00,614,None,0,False,197
FL007033,2025-11-08,HEL,CDG,OH-A131,E190,2025-11-08 06:15:00,417,None,0,False,79
FL007034,2025-11-08,HEL,FRA,OH-A104,A321,2025-11-08 17:32:00,567,None,0,False,143
FL007035,2025-11-08,HEL,FRA,OH-A142,A350,2025-11-08 09:48:00,384,Weather,41,False,285
FL007036,2025-11-08,HEL,NRT,OH-A142,A350,2025-11-08 19:37:00,540,None,0,False,209
FL007037,2025-11-08,HEL,JFK,OH-A114,A320,2025-11-08 07:57:00,59,None,0,False,169
FL007038,2025-11-08,HEL,LHR,OH-A118,A350,2025-11-08 14:13:00,589,None,0,False,173
FL007039,2025-11-08,HEL,CPH,OH-A113,A350,2025-11-08 07:51:00,611,None,0,False,294
FL007040,2025-11-08,HEL,BKK,OH-A114,A320,2025-11-08 13:06:00,468,None,0,False,102
FL007041,2025-11-09,HEL,OSL,OH-A145,A350,2025-11-09 12:06:00,501,None,0,False,208
FL007042,2025-11-09,HEL,BCN,OH-A103,A350,2025-11-09 10:42:00,541,None,0,False,273
FL007043,2025-11-09,HEL,MUC,OH-A117,A321,2025-11-09 13:54:00,500,Ground Handling,51,False,202
FL007044,2025-11-09,HEL,AMS,OH-A108,A321,2025-11-09 13:45:00,213,ATC,58,False,197
FL007045,2025-11-09,HEL,LHR,OH-A104,A321,2025-11-09 09:20:00,119,None,0,False,138
FL007046,2025-11-09,HEL,MAD,OH-A132,A321,2025-11-09 11:47:00,456,None,0,False,121
FL007047,2025-11-09,HEL,MUC,OH-A140,A320,2025-11-09 15:35:00,497,None,0,False,102
FL007048,2025-11-09,HEL,FRA,OH-A139,A350,2025-11-09 10:07:00,454,None,0,False,223
FL007049,2025-11-09,HEL,OSL,OH-A118,A350,2025-11-09 20:00:00,232,Ground Handling,7,False,183
FL007050,2025-11-09,HEL,CPH,OH-A102,E190,2025-11-09 13:21:00,537,Crew,36,False,66
FL007051,2025-11-09,HEL,LHR,OH-A145,A350,2025-11-09 12:12:00,578,None,0,False,272
FL007052,2025-11-09,HEL,BCN,OH-A141,A350,2025-11-09 20:53:00,498,None,0,False,236
FL007053,2025-11-09,HEL,ARN,OH-A127,A321,2025-11-09 17:58:00,605,None,0,False,155
FL007054,2025-11-09,HEL,CPH,OH-A145,A350,2025-11-09 11:03:00,102,None,0,False,173
FL007055,2025-11-09,HEL,BKK,OH-A122,E190,2025-11-09 21:11:00,561,None,0,False,61
FL007056,2025-11-09,HEL,LHR,OH-A138,A321,2025-11-09 11:01:00,560,None,0,False,118
FL007057,2025-11-09,HEL,CPH,OH-A143,A321,2025-11-09 14:03:00,343,None,0,False,171
FL007058,2025-11-09,HEL,BKK,OH-A107,A350,2025-11-09 05:07:00,377,Ground Handling,5,False,275
FL007059,2025-11-09,HEL,AMS,OH-A136,A321,2025-11-09 15:26:00,454,None,0,False,168
FL007060,2025-11-09,HEL,ARN,OH-A140,A320,2025-11-09 06:01:00,142,Technical,25,False,168
FL007061,2025-11-09,HEL,AMS,OH-A114,A320,2025-11-09 19:08:00,390,None,0,False,163
FL007062,2025-11-09,HEL,ARN,OH-A134,A320,2025-11-09 13:09:00,385,Crew,60,False,159
FL007063,2025-11-09,HEL,CDG,OH-A109,A320,2025-11-09 14:27:00,178,None,0,False,113
FL007064,2025-11-10,HEL,MUC,OH-A119,A350,2025-11-10 19:00:00,224,Technical,40,False,283
FL007065,2025-11-10,HEL,JFK,OH-A114,A320,2025-11-10 06:25:00,298,None,0,False,121
FL007066,2025-11-10,HEL,ARN,OH-A142,A350,2025-11-10 18:48:00,574,Weather,9,False,182
FL007067,2025-11-10,HEL,FCO,OH-A116,A320,2025-11-10 17:52:00,530,None,0,False,125
FL007068,2025-11-10,HEL,FRA,OH-A110,A320,2025-11-10 13:56:00,208,None,0,False,136
FL007069,2025-11-10,HEL,MAD,OH-A116,A320,2025-11-10 05:13:00,132,None,0,False,104
FL007070,2025-11-10,HEL,JFK,OH-A116,A320,2025-11-10 16:37:00,133,None,0,False,148
FL007071,2025-11-10,HEL,CDG,OH-A102,E190,2025-11-10 11:55:00,574,Weather,33,False,95
FL007072,2025-11-10,HEL,LHR,OH-A134,A320,2025-11-10 10:05:00,590,None,0,False,171
FL007073,2025-11-10,HEL,FCO,OH-A147,A321,2025-11-10 19:43:00,48,None,0,False,128
FL007074,2025-11-10,HEL,BCN,OH-A102,E190,2025-11-10 18:13:00,320,Technical,69,False,91
FL007075,2025-11-10,HEL,OSL,OH-A100,A350,2025-11-10 09:28:00,293,None,0,False,247
FL007076,2025-11-10,HEL,LHR,OH-A105,E190,2025-11-10 12:05:00,203,None,0,False,58
FL007077,2025-11-10,HEL,JFK,OH-A109,A320,2025-11-10 15:57:00,267,None,0,False,120
FL007078,2025-11-10,HEL,MUC,OH-A109,A320,2025-11-10 13:54:00,441,Crew,37,False,106
FL007079,2025-11-10,HEL,NRT,OH-A135,A321,2025-11-10 15:11:00,58,None,0,False,118
FL007080,2025-11-10,HEL,MAD,OH-A137,A320,2025-11-10 21:47:00,585,None,0,False,105
FL007081,2025-11-10,HEL,OSL,OH-A144,A350,2025-11-10 17:45:00,335,None,0,False,220
FL007082,2025-11-10,HEL,OSL,OH-A106,A350,2025-11-10 18:32:00,171,None,0,False,292
FL007083,2025-11-10,HEL,BKK,OH-A143,A321,2025-11-10 07:31:00,589,None,0,False,152
FL007084,2025-11-10,HEL,FCO,OH-A108,A321,2025-11-10 19:50:00,427,None,0,False,186
FL007085,2025-11-10,HEL,BCN,OH-A141,A350,2025-11-10 08:56:00,588,ATC,36,False,183
FL007086,2025-11-10,HEL,MAD,OH-A102,E190,2025-11-10 21:52:00,554,Crew,27,False,97
FL007087,2025-11-11,HEL,CDG,OH-A100,A350,2025-11-11 13:34:00,503,Ground Handling,24,False,228
FL007088,2025-11-11,HEL,AMS,OH-A138,A321,2025-11-11 18:37:00,570,Ground Handling,5,False,206
FL007089,2025-11-11,HEL,CPH,OH-A145,A350,2025-11-11 15:26:00,421,None,0,False,290
FL007090,2025-11-11,HEL,CPH,OH-A121,A320,2025-11-11 05:43:00,487,ATC,28,False,112
FL007091,2025-11-11,HEL,NRT,OH-A147,A321,2025-11-11 18:30:00,352,Technical,64,False,197
FL007092,2025-11-11,HEL,LHR,OH-A113,A350,2025-11-11 18:34:00,254,ATC,53,False,249
FL007093,2025-11-11,HEL,BKK,OH-A111,E190,2025-11-11 14:19:00,165,None,0,False,87
FL007094,2025-11-11,HEL,AMS,OH-A118,A350,2025-11-11 14:24:00,88,None,0,False,194
FL007095,2025-11-11,HEL,ARN,OH-A115,A321,2025-11-11 09:49:00,49,None,0,False,173
FL007096,2025-11-11,HEL,CPH,OH-A144,A350,2025-11-11 09:47:00,356,Technical,13,False,240
FL007097,2025-11-11,HEL,MAD,OH-A133,A320,2025-11-11 07:57:00,585,None,0,False,145
FL007098,2025-11-11,HEL,ARN,OH-A124,A350,2025-11-11 20:27:00,213,None,0,False,261
FL007099,2025-11-11,HEL,BKK,OH-A113,A350,2025-11-11 12:57:00,570,Weather,32,False,184
FL007100,2025-11-11,HEL,LHR,OH-A110,A320,2025-11-11 09:01:00,243,Ground Handling,41,False,151
FL007101,2025-11-11,HEL,BCN,OH-A106,A350,2025-11-11 08:26:00,211,None,0,False,231
FL007102,2025-11-11,HEL,FRA,OH-A104,A321,2025-11-11 07:19:00,68,Technical,28,False,170
FL007103,2025-11-11,HEL,ARN,OH-A108,A321,2025-11-11 10:11:00,426,Late Aircraft,58,False,159
FL007104,2025-11-11,HEL,MAD,OH-A114,A320,2025-11-11 05:07:00,562,None,0,False,105
FL007105,2025-11-12,HEL,OSL,OH-A139,A350,2025-11-12 09:17:00,557,Technical,59,True,213
FL007106,2025-11-12,HEL,FRA,OH-A146,A320,2025-11-12 17:56:00,247,None,0,False,129
FL007107,2025-11-12,HEL,NRT,OH-A103,A350,2025-11-12 17:34:00,351,Ground Handling,55,False,176
FL007108,2025-11-12,HEL,AMS,OH-A116,A320,2025-11-12 20:10:00,486,None,0,False,106
FL007109,2025-11-12,HEL,AMS,OH-A115,A321,2025-11-12 07:07:00,501,None,0,False,149
FL007110,2025-11-12,HEL,FRA,OH-A106,A350,2025-11-12 11:27:00,62,ATC,68,False,179
FL007111,2025-11-12,HEL,OSL,OH-A119,A350,2025-11-12 16:00:00,469,None,0,False,186
FL007112,2025-11-12,HEL,JFK,OH-A119,A350,2025-11-12 13:38:00,533,None,0,False,269
FL007113,2025-11-12,HEL,MAD,OH-A105,E190,2025-11-12 14:54:00,393,None,0,False,70
FL007114,2025-11-12,HEL,MAD,OH-A120,A350,2025-11-12 15:43:00,539,None,0,False,226
FL007115,2025-11-12,HEL,CDG,OH-A145,A350,2025-11-12 12:36:00,534,None,0,False,208
FL007116,2025-11-12,HEL,LHR,OH-A106,A350,2025-11-12 12:57:00,87,None,0,False,170
FL007117,2025-11-12,HEL,FRA,OH-A141,A350,2025-11-12 07:18:00,177,None,0,False,266
FL007118,2025-11-12,HEL,LHR,OH-A112,A350,2025-11-12 15:56:00,152,Weather,8,False,247
FL007119,2025-11-12,HEL,ARN,OH-A103,A350,2025-11-12 12:31:00,90,None,0,False,244
FL007120,2025-11-12,HEL,FCO,OH-A136,A321,2025-11-12 19:40:00,397,None,0,False,123
FL007121,2025-11-12,HEL,NRT,OH-A146,A320,2025-11-12 05:36:00,487,None,0,False,124
FL007122,2025-11-12,HEL,LHR,OH-A122,E190,2025-11-12 05:04:00,67,None,0,False,73
FL007123,2025-11-12,HEL,BCN,OH-A142,A350,2025-11-12 19:05:00,77,Ground Handling,14,False,201
FL007124,2025-11-12,HEL,NRT,OH-A104,A321,2025-11-12 13:48:00,601,ATC,57,False,117
FL007125,2025-11-12,HEL,FCO,OH-A107,A350,2025-11-12 08:05:00,232,None,0,False,257
FL007126,2025-11-13,HEL,LHR,OH-A142,A350,2025-11-13 13:24:00,397,None,0,False,255
FL007127,2025-11-13,HEL,JFK,OH-A124,A350,2025-11-13 10:10:00,533,ATC,17,False,209
FL007128,2025-11-13,HEL,MUC,OH-A126,A320,2025-11-13 19:04:00,180,None,0,False,118
FL007129,2025-11-13,HEL,ARN,OH-A122,E190,2025-11-13 18:15:00,329,None,0,False,74
FL007130,2025-11-13,HEL,MAD,OH-A140,A320,2025-11-13 07:21:00,317,None,0,False,126
FL007131,2025-11-13,HEL,AMS,OH-A113,A350,2025-11-13 10:24:00,421,None,0,False,239
FL007132,2025-11-13,HEL,CPH,OH-A122,E190,2025-11-13 17:49:00,143,None,0,False,60
FL007133,2025-11-13,HEL,LHR,OH-A125,A321,2025-11-13 10:36:00,148,None,0,False,124
FL007134,2025-11-13,HEL,CDG,OH-A147,A321,2025-11-13 19:05:00,492,Weather,31,False,162
FL007135,2025-11-13,HEL,ARN,OH-A121,A320,2025-11-13 18:30:00,235,ATC,5,False,121
FL007136,2025-11-13,HEL,FCO,OH-A132,A321,2025-11-13 11:47:00,378,None,0,False,202
FL007137,2025-11-13,HEL,LHR,OH-A144,A350,2025-11-13 19:36:00,346,ATC,44,False,164
FL007138,2025-11-13,HEL,OSL,OH-A130,A350,2025-11-13 14:11:00,229,None,0,False,257
FL007139,2025-11-13,HEL,OSL,OH-A114,A320,2025-11-13 16:57:00,139,Ground Handling,5,False,147
FL007140,2025-11-13,HEL,FCO,OH-A122,E190,2025-11-13 14:36:00,74,Weather,46,False,69
FL007141,2025-11-13,HEL,MUC,OH-A141,A350,2025-11-13 05:28:00,104,Weather,36,False,215
FL007142,2025-11-13,HEL,JFK,OH-A144,A350,2025-11-13 18:18:00,120,None,0,False,169
FL007143,2025-11-13,HEL,FRA,OH-A101,A320,2025-11-13 05:18:00,239,None,0,False,160
FL007144,2025-11-13,HEL,MAD,OH-A114,A320,2025-11-13 18:43:00,356,None,0,False,112
FL007145,2025-11-13,HEL,FRA,OH-A132,A321,2025-11-13 05:31:00,352,None,0,False,179
FL007146,2025-11-13,HEL,BCN,OH-A136,A321,2025-11-13 15:47:00,475,None,0,False,150
FL007147,2025-11-14,HEL,ARN,OH-A102,E190,2025-11-14 21:27:00,324,None,0,False,64
FL007148,2025-11-14,HEL,CDG,OH-A131,E190,2025-11-14 11:55:00,357,Weather,33,False,87
FL007149,2025-11-14,HEL,FRA,OH-A126,A320,2025-11-14 08:37:00,102,None,0,False,143
FL007150,2025-11-14,HEL,MUC,OH-A118,A350,2025-11-14 15:22:00,317,None,0,False,286
FL007151,2025-11-14,HEL,OSL,OH-A146,A320,2025-11-14 06:17:00,47,None,0,False,147
FL007152,2025-11-14,HEL,CPH,OH-A101,A320,2025-11-14 06:34:00,418,ATC,47,False,114
FL007153,2025-11-14,HEL,NRT,OH-A120,A350,2025-11-14 05:20:00,143,Technical,49,False,184
FL007154,2025-11-14,HEL,CPH,OH-A109,A320,2025-11-14 20:10:00,597,None,0,False,124
FL007155,2025-11-14,HEL,CPH,OH-A118,A350,2025-11-14 14:10:00,463,None,0,False,169
FL007156,2025-11-14,HEL,OSL,OH-A132,A321,2025-11-14 11:59:00,237,Weather,6,False,147
FL007157,2025-11-14,HEL,CDG,OH-A127,A321,2025-11-14 08:08:00,444,Weather,10,False,187
FL007158,2025-11-14,HEL,LHR,OH-A143,A321,2025-11-14 21:00:00,83,None,0,False,208
FL007159,2025-11-14,HEL,JFK,OH-A131,E190,2025-11-14 11:03:00,191,None,0,False,100
FL007160,2025-11-14,HEL,CPH,OH-A134,A320,2025-11-14 14:38:00,238,None,0,False,160
FL007161,2025-11-14,HEL,CPH,OH-A119,A350,2025-11-14 12:42:00,48,None,0,False,171
FL007162,2025-11-14,HEL,CPH,OH-A118,A350,2025-11-14 06:05:00,322,Technical,30,False,242
FL007163,2025-11-14,HEL,MAD,OH-A120,A350,2025-11-14 07:36:00,398,None,0,False,212
FL007164,2025-11-14,HEL,NRT,OH-A121,A320,2025-11-14 18:24:00,176,None,0,False,98
FL007165,2025-11-14,HEL,OSL,OH-A104,A321,2025-11-14 11:39:00,135,None,0,False,123
FL007166,2025-11-14,HEL,MUC,OH-A103,A350,2025-11-14 17:25:00,335,None,0,False,272
FL007167,2025-11-14,HEL,AMS,OH-A132,A321,2025-11-14 06:26:00,610,Crew,28,False,186
FL007168,2025-11-14,HEL,BCN,OH-A122,E190,2025-11-14 11:45:00,279,Technical,53,False,61
FL007169,2025-11-14,HEL,MAD,OH-A114,A320,2025-11-14 18:15:00,597,Late Aircraft,39,False,138
FL007170,2025-11-14,HEL,CDG,OH-A126,A320,2025-11-14 14:22:00,360,None,0,False,139
FL007171,2025-11-14,HEL,BCN,OH-A134,A320,2025-11-14 21:02:00,237,Weather,73,False,126
FL007172,2025-11-15,HEL,CDG,OH-A108,A321,2025-11-15 13:10:00,107,None,0,False,153
FL007173,2025-11-15,HEL,BCN,OH-A129,A350,2025-11-15 13:39:00,537,Technical,51,False,187
FL007174,2025-11-15,HEL,OSL,OH-A146,A320,2025-11-15 08:35:00,394,None,0,False,111
FL007175,2025-11-15,HEL,BCN,OH-A108,A321,2025-11-15 05:39:00,573,None,0,False,160
FL007176,2025-11-15,HEL,FRA,OH-A105,E190,2025-11-15 21:02:00,483,None,0,False,76
FL007177,2025-11-15,HEL,JFK,OH-A132,A321,2025-11-15 05:44:00,371,Technical,5,False,147
FL007178,2025-11-15,HEL,BCN,OH-A106,A350,2025-11-15 14:38:00,556,None,0,False,259
FL007179,2025-11-15,HEL,FRA,OH-A120,A350,2025-11-15 12:25:00,281,None,0,False,297
FL007180,2025-11-15,HEL,JFK,OH-A132,A321,2025-11-15 12:49:00,65,None,0,False,144
FL007181,2025-11-15,HEL,OSL,OH-A109,A320,2025-11-15 19:18:00,537,None,0,False,131
FL007182,2025-11-15,HEL,MUC,OH-A137,A320,2025-11-15 10:10:00,124,None,0,False,106
FL007183,2025-11-15,HEL,LHR,OH-A142,A350,2025-11-15 14:01:00,282,Ground Handling,12,False,279
FL007184,2025-11-15,HEL,FRA,OH-A104,A321,2025-11-15 07:20:00,94,None,0,False,120
FL007185,2025-11-15,HEL,FRA,OH-A121,A320,2025-11-15 11:07:00,426,None,0,False,152
FL007186,2025-11-15,HEL,BCN,OH-A147,A321,2025-11-15 06:01:00,494,ATC,5,False,188
FL007187,2025-11-15,HEL,CDG,OH-A146,A320,2025-11-15 12:11:00,346,None,0,False,134
FL007188,2025-11-15,HEL,MAD,OH-A139,A350,2025-11-15 15:24:00,569,None,0,False,295
FL007189,2025-11-15,HEL,OSL,OH-A133,A320,2025-11-15 17:58:00,108,None,0,False,159
FL007190,2025-11-16,HEL,NRT,OH-A146,A320,2025-11-16 10:54:00,301,Weather,49,False,96
FL007191,2025-11-16,HEL,ARN,OH-A103,A350,2025-11-16 06:17:00,542,None,0,False,191
FL007192,2025-11-16,HEL,LHR,OH-A106,A350,2025-11-16 11:53:00,613,Technical,19,False,198
FL007193,2025-11-16,HEL,CDG,OH-A106,A350,2025-11-16 16:52:00,574,None,0,False,178
FL007194,2025-11-16,HEL,AMS,OH-A145,A350,2025-11-16 18:05:00,176,None,0,False,291
FL007195,2025-11-16,HEL,MAD,OH-A120,A350,2025-11-16 10:04:00,542,None,0,False,248
FL007196,2025-11-16,HEL,JFK,OH-A146,A320,2025-11-16 15:17:00,433,None,0,False,143
FL007197,2025-11-16,HEL,ARN,OH-A133,A320,2025-11-16 09:12:00,406,None,0,False,142
FL007198,2025-11-16,HEL,LHR,OH-A119,A350,2025-11-16 17:58:00,578,None,0,False,196
FL007199,2025-11-16,HEL,JFK,OH-A115,A321,2025-11-16 07:30:00,433,Weather,7,False,136
FL007200,2025-11-16,HEL,MUC,OH-A132,A321,2025-11-16 18:53:00,468,None,0,False,140
FL007201,2025-11-16,HEL,CDG,OH-A117,A321,2025-11-16 17:41:00,310,None,0,False,180
FL007202,2025-11-16,HEL,FRA,OH-A125,A321,2025-11-16 17:39:00,171,None,0,False,209
FL007203,2025-11-16,HEL,BCN,OH-A140,A320,2025-11-16 06:06:00,124,None,0,False,109
FL007204,2025-11-16,HEL,BCN,OH-A106,A350,2025-11-16 09:34:00,332,None,0,False,239
FL007205,2025-11-16,HEL,JFK,OH-A138,A321,2025-11-16 15:41:00,606,None,0,False,147
FL007206,2025-11-16,HEL,BKK,OH-A103,A350,2025-11-16 15:02:00,186,None,0,False,185
FL007207,2025-11-16,HEL,JFK,OH-A103,A350,2025-11-16 06:17:00,246,Technical,85,False,256
FL007208,2025-11-16,HEL,CPH,OH-A144,A350,2025-11-16 18:23:00,237,None,0,False,182
FL007209,2025-11-16,HEL,AMS,OH-A128,A321,2025-11-16 13:16:00,387,None,0,False,140
FL007210,2025-11-16,HEL,FRA,OH-A138,A321,2025-11-16 10:51:00,239,Technical,5,False,194
FL007211,2025-11-16,HEL,BCN,OH-A124,A350,2025-11-16 10:32:00,472,None,0,False,215
FL007212,2025-11-17,HEL,MUC,OH-A124,A350,2025-11-17 05:04:00,547,None,0,False,236
FL007213,2025-11-17,HEL,FCO,OH-A113,A350,2025-11-17 14:07:00,330,None,0,False,167
FL007214,2025-11-17,HEL,JFK,OH-A140,A320,2025-11-17 21:57:00,172,None,0,False,164
FL007215,2025-11-17,HEL,CDG,OH-A111,E190,2025-11-17 14:42:00,464,Technical,37,True,75
FL007216,2025-11-17,HEL,LHR,OH-A116,A320,2025-11-17 18:09:00,117,None,0,False,123
FL007217,2025-11-17,HEL,BCN,OH-A108,A321,2025-11-17 08:40:00,517,None,0,False,190
FL007218,2025-11-17,HEL,FRA,OH-A138,A321,2025-11-17 08:22:00,473,None,0,False,122
FL007219,2025-11-17,HEL,NRT,OH-A134,A320,2025-11-17 19:18:00,575,None,0,False,154
FL007220,2025-11-17,HEL,OSL,OH-A102,E190,2025-11-17 06:49:00,495,None,0,False,82
FL007221,2025-11-17,HEL,AMS,OH-A116,A320,2025-11-17 12:52:00,217,None,0,False,146
FL007222,2025-11-17,HEL,ARN,OH-A107,A350,2025-11-17 08:16:00,223,Crew,35,False,232
FL007223,2025-11-17,HEL,AMS,OH-A115,A321,2025-11-17 15:54:00,617,None,0,False,185
FL007224,2025-11-17,HEL,BCN,OH-A139,A350,2025-11-17 10:38:00,539,None,0,False,266
FL007225,2025-11-17,HEL,JFK,OH-A106,A350,2025-11-17 14:20:00,106,Weather,37,False,167
FL007226,2025-11-17,HEL,JFK,OH-A116,A320,2025-11-17 16:41:00,428,None,0,False,136
FL007227,2025-11-17,HEL,ARN,OH-A121,A320,2025-11-17 17:37:00,60,None,0,False,167
FL007228,2025-11-17,HEL,NRT,OH-A118,A350,2025-11-17 08:02:00,46,None,0,False,245
FL007229,2025-11-17,HEL,MAD,OH-A146,A320,2025-11-17 15:58:00,210,Technical,46,False,98
FL007230,2025-11-17,HEL,OSL,OH-A135,A321,2025-11-17 14:09:00,566,None,0,False,169
FL007231,2025-11-17,HEL,LHR,OH-A118,A350,2025-11-17 05:21:00,197,None,0,False,165
FL007232,2025-11-17,HEL,FCO,OH-A138,A321,2025-11-17 18:52:00,279,Late Aircraft,58,False,193
FL007233,2025-11-17,HEL,MAD,OH-A146,A320,2025-11-17 10:30:00,279,None,0,False,119
FL007234,2025-11-17,HEL,OSL,OH-A145,A350,2025-11-17 13:34:00,232,Ground Handling,5,False,177
FL007235,2025-11-17,HEL,FRA,OH-A106,A350,2025-11-17 20:07:00,84,None,0,False,234
FL007236,2025-11-17,HEL,NRT,OH-A124,A350,2025-11-17 10:01:00,88,None,0,False,243
FL007237,2025-11-17,HEL,ARN,OH-A102,E190,2025-11-17 16:44:00,261,None,0,False,57
FL007238,2025-11-18,HEL,OSL,OH-A127,A321,2025-11-18 11:24:00,348,None,0,False,202
FL007239,2025-11-18,HEL,LHR,OH-A115,A321,2025-11-18 14:46:00,111,None,0,False,202
FL007240,2025-11-18,HEL,FRA,OH-A130,A350,2025-11-18 17:23:00,570,None,0,False,187
FL007241,2025-11-18,HEL,BKK,OH-A104,A321,2025-11-18 21:03:00,509,None,0,False,198
FL007242,2025-11-18,HEL,MAD,OH-A133,A320,2025-11-18 18:27:00,296,ATC,37,False,157
FL007243,2025-11-18,HEL,BCN,OH-A104,A321,2025-11-18 19:03:00,393,None,0,False,149
FL007244,2025-11-18,HEL,JFK,OH-A141,A350,2025-11-18 17:57:00,312,None,0,False,254
FL007245,2025-11-18,HEL,CPH,OH-A122,E190,2025-11-18 05:35:00,420,Weather,6,False,56
FL007246,2025-11-18,HEL,CPH,OH-A111,E190,2025-11-18 18:23:00,442,None,0,False,99
FL007247,2025-11-18,HEL,BCN,OH-A110,A320,2025-11-18 10:40:00,356,None,0,False,98
FL007248,2025-11-18,HEL,BCN,OH-A133,A320,2025-11-18 12:38:00,567,Late Aircraft,15,False,171
FL007249,2025-11-18,HEL,LHR,OH-A144,A350,2025-11-18 20:03:00,68,None,0,False,165
FL007250,2025-11-18,HEL,BCN,OH-A119,A350,2025-11-18 14:59:00,379,None,0,False,223
FL007251,2025-11-18,HEL,OSL,OH-A125,A321,2025-11-18 07:59:00,291,ATC,22,False,125
FL007252,2025-11-18,HEL,OSL,OH-A125,A321,2025-11-18 21:43:00,211,Technical,27,False,155
FL007253,2025-11-18,HEL,NRT,OH-A105,E190,2025-11-18 17:23:00,57,None,0,False,64
FL007254,2025-11-18,HEL,ARN,OH-A141,A350,2025-11-18 11:59:00,602,None,0,False,179
FL007255,2025-11-18,HEL,MUC,OH-A136,A321,2025-11-18 07:13:00,376,None,0,False,149
FL007256,2025-11-18,HEL,JFK,OH-A112,A350,2025-11-18 13:36:00,127,Ground Handling,54,False,250
FL007257,2025-11-18,HEL,MAD,OH-A107,A350,2025-11-18 20:19:00,48,None,0,False,253
FL007258,2025-11-18,HEL,FRA,OH-A126,A320,2025-11-18 12:50:00,88,None,0,False,131
FL007259,2025-11-18,HEL,CDG,OH-A127,A321,2025-11-18 06:09:00,325,None,0,False,169
FL007260,2025-11-18,HEL,ARN,OH-A118,A350,2025-11-18 21:57:00,407,None,0,False,252
FL007261,2025-11-18,HEL,CPH,OH-A132,A321,2025-11-18 14:18:00,495,None,0,False,164
FL007262,2025-11-19,HEL,MAD,OH-A108,A321,2025-11-19 06:00:00,377,Crew,50,False,174
FL007263,2025-11-19,HEL,AMS,OH-A115,A321,2025-11-19 19:48:00,197,None,0,False,131
FL007264,2025-11-19,HEL,BCN,OH-A121,A320,2025-11-19 14:24:00,212,None,0,False,118
FL007265,2025-11-19,HEL,CPH,OH-A116,A320,2025-11-19 20:39:00,412,None,0,False,169
FL007266,2025-11-19,HEL,AMS,OH-A144,A350,2025-11-19 14:24:00,442,ATC,17,True,213
FL007267,2025-11-19,HEL,ARN,OH-A132,A321,2025-11-19 16:09:00,317,None,0,False,150
FL007268,2025-11-19,HEL,OSL,OH-A101,A320,2025-11-19 09:58:00,55,Late Aircraft,5,False,104
FL007269,2025-11-19,HEL,AMS,OH-A117,A321,2025-11-19 11:44:00,468,None,0,False,192
FL007270,2025-11-19,HEL,ARN,OH-A137,A320,2025-11-19 13:49:00,110,None,0,False,120
FL007271,2025-11-19,HEL,OSL,OH-A144,A350,2025-11-19 09:48:00,456,None,0,False,208
FL007272,2025-11-19,HEL,NRT,OH-A115,A321,2025-11-19 15:11:00,254,None,0,False,155
FL007273,2025-11-19,HEL,JFK,OH-A103,A350,2025-11-19 21:28:00,234,Weather,37,False,256
FL007274,2025-11-19,HEL,MUC,OH-A144,A350,2025-11-19 17:16:00,565,None,0,False,202
FL007275,2025-11-19,HEL,BKK,OH-A112,A350,2025-11-19 19:15:00,570,None,0,False,282
FL007276,2025-11-19,HEL,ARN,OH-A135,A321,2025-11-19 18:11:00,442,None,0,False,129
FL007277,2025-11-19,HEL,BKK,OH-A114,A320,2025-11-19 19:12:00,123,None,0,False,141
FL007278,2025-11-19,HEL,FRA,OH-A116,A320,2025-11-19 18:35:00,476,None,0,False,121
FL007279,2025-11-19,HEL,AMS,OH-A105,E190,2025-11-19 16:40:00,53,None,0,False,65
FL007280,2025-11-19,HEL,JFK,OH-A135,A321,2025-11-19 10:29:00,57,None,0,False,143
FL007281,2025-11-19,HEL,FRA,OH-A127,A321,2025-11-19 15:13:00,67,None,0,False,120
FL007282,2025-11-19,HEL,BCN,OH-A117,A321,2025-11-19 12:37:00,473,None,0,False,140
FL007283,2025-11-19,HEL,CDG,OH-A130,A350,2025-11-19 07:08:00,315,Ground Handling,81,False,170
FL007284,2025-11-19,HEL,MUC,OH-A132,A321,2025-11-19 15:48:00,298,None,0,False,164
FL007285,2025-11-19,HEL,CPH,OH-A147,A321,2025-11-19 07:10:00,206,None,0,False,202
FL007286,2025-11-19,HEL,LHR,OH-A108,A321,2025-11-19 14:05:00,499,ATC,94,False,147
FL007287,2025-11-19,HEL,MUC,OH-A112,A350,2025-11-19 17:45:00,518,None,0,False,202
FL007288,2025-11-19,HEL,BKK,OH-A138,A321,2025-11-19 21:37:00,176,None,0,False,195
FL007289,2025-11-20,HEL,MUC,OH-A123,E190,2025-11-20 08:24:00,347,None,0,False,98
FL007290,2025-11-20,HEL,OSL,OH-A100,A350,2025-11-20 09:02:00,593,Weather,45,False,195
FL007291,2025-11-20,HEL,LHR,OH-A137,A320,2025-11-20 10:38:00,375,None,0,False,139
FL007292,2025-11-20,HEL,LHR,OH-A141,A350,2025-11-20 17:01:00,222,Ground Handling,34,False,169
FL007293,2025-11-20,HEL,LHR,OH-A125,A321,2025-11-20 13:43:00,198,None,0,False,181
FL007294,2025-11-20,HEL,AMS,OH-A119,A350,2025-11-20 15:12:00,172,None,0,False,251
