event_id,flight_id,event_type,severity,reported_at,resolved_hours
EV202727,FL003902,Delay,High,2025-10-12 15:43:00,5.5
EV202728,FL004167,Cleaning Issue,High,2025-03-16 16:08:00,1.4
EV202729,FL005448,Cleaning Issue,Medium,2025-03-09 08:27:00,2.5
EV202730,FL000059,Technical Defect,Low,2025-06-03 11:20:00,13.6
EV202731,FL002692,Baggage Issue,High,2025-08-12 08:42:00,0.6
EV202732,FL001097,Delay,Low,2025-04-21 08:00:00,4.8
EV202733,FL007233,Delay,Medium,2025-01-16 15:18:00,8.2
EV202734,FL006896,Delay,Medium,2025-12-08 19:34:00,1.9
EV202735,FL008037,Gate Change,High,2025-11-16 10:04:00,4.3
EV202736,FL007430,Delay,Low,2025-06-22 06:36:00,3.5
EV202737,FL007484,Baggage Issue,Medium,2025-07-27 10:04:00,3.9
EV202738,FL002679,Baggage Issue,Medium,2025-05-07 20:55:00,2.9
EV202739,FL008122,Cleaning Issue,Medium,2025-06-13 05:09:00,1.8
EV202740,FL000019,Crew Issue,Medium,2025-10-13 15:11:00,7.9
EV202741,FL001132,Gate Change,Low,2025-05-13 12:55:00,6.1
EV202742,FL002460,Technical Defect,Medium,2025-10-17 07:23:00,1.9
EV202743,FL002068,Cleaning Issue,Low,2025-04-26 06:31:00,3.9
EV202744,FL006517,Delay,Critical,2025-03-25 10:05:00,3.4
EV202745,FL006285,Delay,Low,2025-04-08 14:52:00,2.4
EV202746,FL001363,Baggage Issue,Critical,2025-06-23 16:51:00,3.1
EV202747,FL003831,Cleaning Issue,Low,2025-12-22 20:37:00,4.6
EV202748,FL000767,Delay,Medium,2025-08-27 19:09:00,3.2
EV202749,FL007892,Cleaning Issue,Medium,2025-04-23 06:30:00,0.9
EV202750,FL005794,Technical Defect,Medium,2025-02-17 10:40:00,1.2
EV202751,FL001223,Baggage Issue,Medium,2025-03-30 19:31:00,5.3
EV202752,FL006309,Baggage Issue,Medium,2025-05-23 09:32:00,0.6
EV202753,FL002526,Gate Change,Low,2025-06-16 20:48:00,3.3
EV202754,FL001897,Cleaning Issue,Medium,2025-03-27 05:13:00,4.4
EV202755,FL005306,Delay,Medium,2025-04-06 10:00:00,3.4
EV202756,FL001824,Crew Issue,Medium,2025-03-09 19:42:00,0.9
EV202757,FL003366,Gate Change,Medium,2025-04-11 09:52:00,0.3
EV202758,FL007249,Crew Issue,Medium,2025-11-01 08:10:00,0.6
EV202759,FL002974,Fuel Issue,Low,2025-04-09 19:24:00,3.6
EV202760,FL001237,Technical Defect,Medium,2025-03-15 19:25:00,0.3
EV202761,FL004531,Delay,Medium,2025-02-21 09:42:00,2.4
EV202762,FL001187,Crew Issue,Low,2025-01-20 07:38:00,5.3
EV202763,FL006611,Delay,Low,2025-11-19 07:10:00,5.6
EV202764,FL006074,Delay,Low,2025-10-02 13:06:00,2.4
EV202765,FL003557,Gate Change,High,2025-03-10 15:55:00,4.7
EV202766,FL004418,Delay,Medium,2025-04-03 06:45:00,1.3
EV202767,FL000283,Fuel Issue,Low,2025-01-08 07:35:00,5.1
EV202768,FL005262,Delay,High,2025-01-13 18:23:00,4.8
EV202769,FL006423,Delay,Medium,2025-10-11 08:55:00,2.6
EV202770,FL007424,Crew Issue,Medium,2025-05-17 14:33:00,1.4
EV202771,FL005929,Delay,High,2025-06-14 06:23:00,2.4
EV202772,FL002374,Baggage Issue,Medium,2025-10-13 12:40:00,3.2
EV202773,FL004154,Delay,Medium,2025-05-10 15:47:00,6.2
EV202774,FL002650,Baggage Issue,Medium,2025-12-21 12:49:00,2.0
EV202775,FL004955,Technical Defect,Low,2025-07-14 20:40:00,4.6
EV202776,FL007151,Crew Issue,Medium,2025-03-11 11:35:00,2.0
EV202777,FL003026,Delay,Low,2025-07-22 21:02:00,4.5
EV202778,FL006540,Cleaning Issue,Low,2025-04-27 09:07:00,1.7
EV202779,FL000870,Technical Defect,Medium,2025-05-21 15:49:00,7.9
EV202780,FL005872,Technical Defect,Low,2025-08-31 21:01:00,6.5
EV202781,FL006549,Delay,Low,2025-11-06 16:41:00,2.8
EV202782,FL006430,Delay,Critical,2025-07-03 20:22:00,0.7
EV202783,FL003230,Delay,Low,2025-11-03 07:05:00,1.8
EV202784,FL006087,Delay,High,2025-05-18 09:10:00,3.6
EV202785,FL008094,Gate Change,Medium,2025-05-14 19:49:00,6.5
EV202786,FL000524,Crew Issue,Low,2025-11-02 06:33:00,1.2
EV202787,FL008028,Delay,Low,2025-03-24 21:38:00,4.8
EV202788,FL002961,Delay,Medium,2025-03-02 06:50:00,3.5
EV202789,FL002624,Delay,Low,2025-06-26 10:45:00,2.0
EV202790,FL000864,Technical Defect,Medium,2025-02-14 09:38:00,2.9
EV202791,FL001602,Delay,Low,2025-02-27 14:55:00,1.4
EV202792,FL004237,Delay,Low,2025-08-18 10:37:00,4.3
EV202793,FL006238,Technical Defect,Medium,2025-04-14 07:55:00,3.2
EV202794,FL005951,Gate Change,Low,2025-02-15 09:10:00,1.8
EV202795,FL006280,Delay,Low,2025-05-20 18:59:00,9.1
EV202796,FL005981,Crew Issue,Medium,2025-11-05 10:32:00,4.5
EV202797,FL000261,Gate Change,Medium,2025-05-20 19:07:00,4.3
EV202798,FL003714,Crew Issue,High,2025-04-25 10:54:00,2.8
EV202799,FL004413,Delay,Medium,2025-03-09 10:52:00,3.2
EV202800,FL000402,Technical Defect,High,2025-04-20 19:12:00,1.1
EV202801,FL002331,Cleaning Issue,Medium,2025-07-05 17:30:00,2.0
EV202802,FL002333,Gate Change,High,2025-05-22 07:31:00,5.2
EV202803,FL000411,Delay,Low,2025-08-12 13:05:00,5.0
EV202804,FL003691,Baggage Issue,Medium,2025-06-11 06:32:00,1.1
EV202805,FL003535,Crew Issue,High,2025-08-11 15:08:00,1.4
EV202806,FL004456,Cleaning Issue,High,2025-10-31 14:26:00,4.6
EV202807,FL001094,Gate Change,High,2025-10-20 15:54:00,4.6
EV202808,FL008002,Gate Change,Medium,2025-12-26 05:14:00,1.4
EV202809,FL002327,Delay,Medium,2025-01-29 06:27:00,5.3
EV202810,FL005074,Gate Change,Low,2025-04-05 08:08:00,1.5
EV202811,FL004653,Delay,Low,2025-02-27 20:19:00,2.5
EV202812,FL000056,Fuel Issue,Medium,2025-09-25 21:50:00,2.7
EV202813,FL002037,Baggage Issue,Low,2025-06-09 11:09:00,5.0
EV202814,FL005741,Baggage Issue,Low,2025-01-04 19:12:00,6.0
EV202815,FL002983,Baggage Issue,Low,2025-06-25 20:11:00,2.1
EV202816,FL002727,Delay,Medium,2025-07-18 16:12:00,4.1
EV202817,FL005824,Delay,High,2025-03-18 12:03:00,10.4
EV202818,FL006561,Gate Change,Medium,2025-04-27 19:57:00,6.8
EV202819,FL006628,Gate Change,High,2025-04-21 05:46:00,1.2
EV202820,FL003601,Fuel Issue,High,2025-07-12 21:23:00,3.0
EV202821,FL003777,Baggage Issue,Low,2025-02-28 11:05:00,3.6
EV202822,FL005547,Delay,High,2025-06-22 19:31:00,2.7
EV202823,FL004845,Technical Defect,Low,2025-07-17 16:29:00,3.1
EV202824,FL003061,Gate Change,Low,2025-07-13 06:01:00,4.8
EV202825,FL002714,Baggage Issue,Medium,2025-06-23 13:28:00,5.9
EV202826,FL007949,Crew Issue,Medium,2025-09-24 17:24:00,5.6
EV202827,FL007271,Gate Change,Medium,2025-09-08 21:06:00,4.9
EV202828,FL002495,Fuel Issue,Low,2025-06-25 08:54:00,1.1
EV202829,FL000668,Delay,Medium,2025-08-18 17:49:00,4.7
EV202830,FL007838,Crew Issue,High,2025-02-04 18:39:00,1.6
EV202831,FL000801,Delay,High,2025-04-11 12:57:00,1.1
EV202832,FL001922,Fuel Issue,Low,2025-03-27 06:36:00,2.0
EV202833,FL000311,Delay,High,2025-10-05 05:40:00,0.8
EV202834,FL006364,Baggage Issue,Low,2025-05-30 15:24:00,1.7
EV202835,FL000838,Baggage Issue,High,2025-02-25 05:09:00,3.4
EV202836,FL002613,Technical Defect,Low,2025-08-05 17:18:00,6.0
EV202837,FL005165,Delay,High,2025-08-18 17:49:00,5.2
EV202838,FL000439,Crew Issue,Low,2025-11-08 07:57:00,2.5
EV202839,FL008201,Delay,Medium,2025-08-14 07:54:00,2.1
EV202840,FL006409,Delay,High,2025-12-05 20:46:00,0.5
EV202841,FL004942,Baggage Issue,Medium,2025-03-29 07:31:00,8.2
EV202842,FL004607,Baggage Issue,Medium,2025-06-26 18:47:00,6.8
EV202843,FL002094,Delay,Medium,2025-03-14 11:10:00,3.6
EV202844,FL004840,Technical Defect,Medium,2025-06-04 15:51:00,5.8
EV202845,FL006721,Fuel Issue,Low,2025-02-10 20:33:00,3.2
EV202846,FL004117,Technical Defect,Medium,2025-05-15 06:10:00,1.1
EV202847,FL002913,Technical Defect,Medium,2025-08-14 15:34:00,0.7
EV202848,FL002407,Baggage Issue,Low,2025-04-28 09:30:00,3.5
EV202849,FL004879,Delay,Low,2025-05-13 06:01:00,9.9
EV202850,FL007341,Cleaning Issue,Low,2025-08-01 11:12:00,0.1
EV202851,FL003617,Delay,Medium,2025-12-31 09:36:00,3.6
EV202852,FL005462,Baggage Issue,Low,2025-03-13 08:46:00,3.0
EV202853,FL004198,Baggage Issue,Low,2025-08-20 06:47:00,4.0
EV202854,FL004011,Baggage Issue,Medium,2025-12-11 12:38:00,2.8
EV202855,FL000868,Fuel Issue,High,2025-01-04 12:03:00,11.4
EV202856,FL002784,Gate Change,Low,2025-05-24 10:34:00,0.6
EV202857,FL007643,Cleaning Issue,Low,2025-05-17 11:08:00,1.9
EV202858,FL007256,Gate Change,Medium,2025-12-20 11:09:00,2.5
EV202859,FL002509,Cleaning Issue,Low,2025-01-06 14:32:00,0.8
EV202860,FL004841,Delay,Critical,2025-12-24 14:01:00,5.1
EV202861,FL004937,Fuel Issue,High,2025-08-16 20:23:00,2.1
EV202862,FL007247,Baggage Issue,Low,2025-01-11 11:49:00,1.8
EV202863,FL000061,Fuel Issue,Low,2025-11-30 05:58:00,5.3
EV202864,FL002505,Technical Defect,Low,2025-10-12 07:03:00,2.7
EV202865,FL003779,Baggage Issue,High,2025-09-29 11:35:00,1.1
EV202866,FL004264,Technical Defect,Medium,2025-04-18 15:35:00,1.0
EV202867,FL006299,Crew Issue,Low,2025-04-09 19:24:00,2.8
EV202868,FL002801,Baggage Issue,Medium,2025-10-19 08:40:00,6.0
EV202869,FL005031,Fuel Issue,Medium,2025-03-08 15:58:00,1.5
EV202870,FL006960,Technical Defect,Low,2025-06-15 15:51:00,4.0
EV202871,FL002617,Gate Change,Low,2025-11-16 06:17:00,5.5
EV202872,FL004111,Fuel Issue,Medium,2025-12-16 19:21:00,4.7
EV202873,FL005344,Gate Change,Medium,2025-02-14 14:46:00,1.8
EV202874,FL006595,Technical Defect,Medium,2025-10-04 13:01:00,4.7
EV202875,FL006535,Technical Defect,Critical,2025-09-16 16:31:00,5.3
EV202876,FL003338,Crew Issue,Low,2025-11-07 17:38:00,0.7
EV202877,FL001299,Cleaning Issue,Medium,2025-04-01 21:43:00,1.6
EV202878,FL000983,Delay,Medium,2025-10-20 13:31:00,2.5
EV202879,FL000541,Delay,Medium,2025-04-21 05:54:00,1.8
EV202880,FL003958,Delay,High,2025-05-30 07:13:00,0.9
EV202881,FL003792,Delay,Low,2025-01-17 07:06:00,1.1
EV202882,FL002045,Delay,High,2025-09-05 09:34:00,2.3
EV202883,FL003593,Crew Issue,Low,2025-03-05 16:57:00,2.5
EV202884,FL005681,Delay,Low,2025-05-23 13:43:00,4.3
EV202885,FL000385,Technical Defect,High,2025-01-15 10:43:00,2.5
EV202886,FL002068,Fuel Issue,Low,2025-07-18 14:47:00,0.9
EV202887,FL005585,Cleaning Issue,High,2025-07-09 19:42:00,5.1
EV202888,FL001984,Gate Change,Medium,2025-09-01 20:10:00,2.4
EV202889,FL004776,Delay,Medium,2025-06-14 12:48:00,3.5
EV202890,FL006389,Technical Defect,Low,2025-10-06 12:48:00,2.4
EV202891,FL002569,Cleaning Issue,Medium,2025-07-13 13:16:00,1.6
EV202892,FL000831,Cleaning Issue,High,2025-02-19 09:35:00,2.3
EV202893,FL002277,Delay,Low,2025-01-24 14:23:00,4.7
EV202894,FL005271,Cleaning Issue,Medium,2025-03-13 10:42:00,6.3
EV202895,FL002372,Delay,Low,2025-10-21 16:42:00,2.3
EV202896,FL007496,Crew Issue,Low,2025-05-31 09:59:00,3.6
EV202897,FL000933,Cleaning Issue,Medium,2025-02-16 13:35:00,0.6
EV202898,FL003752,Delay,Low,2025-05-24 05:25:00,0.5
EV202899,FL007626,Delay,High,2025-10-31 07:45:00,4.1
EV202900,FL006057,Gate Change,Medium,2025-10-20 19:31:00,4.6
EV202901,FL000495,Technical Defect,Medium,2025-04-28 18:07:00,1.4
EV202902,FL002313,Cleaning Issue,Medium,2025-04-13 06:38:00,1.6
EV202903,FL000357,Technical Defect,High,2025-06-11 14:32:00,7.0
EV202904,FL007872,Fuel Issue,Low,2025-04-20 16:00:00,3.4
EV202905,FL006427,Delay,High,2025-08-26 07:48:00,2.0
EV202906,FL002048,Cleaning Issue,Low,2025-09-03 12:40:00,5.7
EV202907,FL003774,Crew Issue,High,2025-08-09 13:29:00,1.2
EV202908,FL003677,Delay,High,2025-11-06 16:41:00,7.6
EV202909,FL006664,Delay,High,2025-07-25 06:12:00,2.8
EV202910,FL000884,Delay,Low,2025-09-02 06:06:00,1.5
EV202911,FL004187,Gate Change,Low,2025-05-26 21:35:00,8.0
EV202912,FL005990,Fuel Issue,High,2025-03-28 11:13:00,0.7
EV202913,FL007383,Crew Issue,Medium,2025-06-24 19:32:00,1.8
EV202914,FL002873,Gate Change,Medium,2025-08-21 18:00:00,6.4
EV202915,FL002868,Gate Change,Medium,2025-01-24 14:04:00,2.1
EV202916,FL005301,Cleaning Issue,Low,2025-06-22 06:53:00,1.4
EV202917,FL004809,Technical Defect,Medium,2025-03-02 17:44:00,4.8
EV202918,FL007472,Crew Issue,Medium,2025-04-04 13:37:00,3.9
EV202919,FL001807,Delay,Critical,2025-09-24 09:07:00,4.9
EV202920,FL003187,Delay,Medium,2025-05-04 19:38:00,4.3
EV202921,FL003683,Delay,Critical,2025-09-02 15:19:00,5.6
EV202922,FL004269,Cleaning Issue,Low,2025-07-12 07:48:00,3.7
EV202923,FL001091,Crew Issue,Medium,2025-05-04 06:48:00,3.2
EV202924,FL001281,Cleaning Issue,High,2025-06-23 16:22:00,6.6
EV202925,FL004094,Delay,Medium,2025-10-16 14:00:00,10.5
EV202926,FL000702,Delay,Medium,2025-07-21 19:40:00,3.5
EV202927,FL003777,Delay,Low,2025-10-21 16:42:00,1.4
EV202928,FL001332,Technical Defect,Low,2025-04-20 17:45:00,2.3
EV202929,FL000218,Cleaning Issue,Medium,2025-07-11 12:24:00,0.9
EV202930,FL003419,Delay,Medium,2025-04-24 07:46:00,7.3
EV202931,FL000745,Cleaning Issue,High,2025-12-24 12:04:00,2.0
EV202932,FL005277,Delay,Medium,2025-11-17 12:52:00,2.0
EV202933,FL004628,Delay,Medium,2025-04-09 05:28:00,3.3
EV202934,FL001222,Delay,Medium,2025-03-14 10:17:00,1.4
EV202935,FL005887,Delay,Medium,2025-04-19 15:21:00,1.5
EV202936,FL002415,Baggage Issue,Medium,2025-01-23 07:17:00,0.9
EV202937,FL005434,Cleaning Issue,Medium,2025-01-04 13:56:00,1.1
EV202938,FL007764,Cleaning Issue,Medium,2025-01-11 11:49:00,4.0
EV202939,FL005915,Delay,Low,2025-02-25 11:30:00,3.6
EV202940,FL002497,Gate Change,High,2025-09-07 11:45:00,1.9
EV202941,FL003931,Technical Defect,Low,2025-10-25 05:23:00,11.7
EV202942,FL002473,Delay,Low,2025-01-19 21:26:00,3.1
EV202943,FL002797,Gate Change,High,2025-08-17 19:48:00,7.1
EV202944,FL007240,Delay,Medium,2025-07-31 05:13:00,2.4
EV202945,FL005644,Delay,High,2025-03-13 10:05:00,0.6
EV202946,FL004472,Cleaning Issue,Low,2025-08-27 19:44:00,8.9
EV202947,FL002224,Crew Issue,Medium,2025-09-04 17:29:00,10.8
EV202948,FL004288,Crew Issue,Medium,2025-12-15 10:11:00,8.0
EV202949,FL005168,Technical Defect,Medium,2025-03-02 14:51:00,3.5
EV202950,FL005819,Technical Defect,High,2025-01-13 08:55:00,4.0
EV202951,FL000750,Technical Defect,Medium,2025-05-29 16:28:00,2.5
EV202952,FL007116,Delay,Medium,2025-09-13 07:43:00,6.3
EV202953,FL004418,Cleaning Issue,High,2025-12-31 19:15:00,3.4
EV202954,FL002905,Baggage Issue,Medium,2025-08-11 13:58:00,5.0
EV202955,FL005907,Technical Defect,Low,2025-04-27 14:52:00,1.0
EV202956,FL004510,Baggage Issue,Low,2025-03-26 07:45:00,2.0
EV202957,FL002600,Cleaning Issue,Low,2025-09-05 10:04:00,5.2
EV202958,FL007497,Delay,Medium,2025-09-12 16:28:00,1.4
EV202959,FL007544,Fuel Issue,Critical,2025-01-03 10:40:00,2.2
EV202960,FL007474,Delay,Medium,2025-11-29 14:12:00,2.9
EV202961,FL000600,Delay,Medium,2025-04-21 17:11:00,3.8
EV202962,FL007538,Cleaning Issue,Low,2025-07-19 10:28:00,1.6
EV202963,FL002182,Delay,Medium,2025-04-23 20:51:00,5.3
EV202964,FL002856,Baggage Issue,Medium,2025-04-27 09:07:00,3.3
EV202965,FL005556,Technical Defect,Medium,2025-11-02 05:03:00,0.1
EV202966,FL003918,Technical Defect,Low,2025-07-03 07:30:00,0.8
EV202967,FL006786,Cleaning Issue,Medium,2025-03-05 16:14:00,0.8
EV202968,FL005455,Delay,Medium,2025-05-04 10:41:00,1.1
EV202969,FL000932,Delay,Low,2025-04-28 18:07:00,5.0
EV202970,FL001157,Delay,Medium,2025-10-04 18:49:00,0.6
EV202971,FL000814,Cleaning Issue,Low,2025-03-02 12:00:00,0.8
EV202972,FL002706,Cleaning Issue,Low,2025-05-23 13:49:00,12.1
EV202973,FL003822,Delay,Low,2025-06-23 11:59:00,1.1
EV202974,FL007245,Gate Change,Medium,2025-02-09 12:27:00,2.0
EV202975,FL002837,Gate Change,Low,2025-04-11 10:46:00,3.3
EV202976,FL000799,Cleaning Issue,Low,2025-07-22 17:20:00,1.4
EV202977,FL004516,Baggage Issue,Medium,2025-03-08 19:46:00,2.0
EV202978,FL003425,Fuel Issue,Medium,2025-07-29 21:57:00,1.3
EV202979,FL006922,Delay,Medium,2025-06-07 19:05:00,1.8
EV202980,FL000289,Technical Defect,Medium,2025-11-12 17:34:00,1.4
EV202981,FL002373,Crew Issue,Low,2025-06-22 16:54:00,3.1
EV202982,FL005722,Delay,Low,2025-06-27 20:49:00,1.9
EV202983,FL000084,Technical Defect,Medium,2025-04-24 05:18:00,0.3
EV202984,FL004625,Cleaning Issue,Low,2025-01-21 19:27:00,10.7
EV202985,FL005511,Crew Issue,Medium,2025-12-19 14:11:00,0.5
EV202986,FL000273,Delay,High,2025-04-13 17:13:00,4.2
EV202987,FL004623,Technical Defect,Low,2025-02-23 07:21:00,1.4
EV202988,FL007646,Technical Defect,Low,2025-02-02 07:42:00,3.2
EV202989,FL004236,Delay,High,2025-09-17 18:33:00,0.5
EV202990,FL001417,Delay,Medium,2025-05-22 07:16:00,3.5
EV202991,FL006442,Delay,Critical,2025-07-11 08:53:00,4.7
EV202992,FL000491,Cleaning Issue,Low,2025-02-10 16:00:00,3.0
EV202993,FL006982,Technical Defect,Medium,2025-05-21 08:13:00,3.0
EV202994,FL007833,Delay,High,2025-04-28 07:56:00,1.2
EV202995,FL001187,Technical Defect,High,2025-09-03 12:40:00,2.1
EV202996,FL002254,Delay,Low,2025-09-16 17:44:00,0.3
EV202997,FL006835,Fuel Issue,Medium,2025-02-26 05:37:00,0.8
EV202998,FL006093,Baggage Issue,Medium,2025-11-11 18:30:00,5.4
EV202999,FL004443,Gate Change,Medium,2025-12-05 11:07:00,14.7
EV203000,FL005533,Crew Issue,Low,2025-02-02 08:50:00,4.0
EV203001,FL007155,Delay,Medium,2025-10-31 13:05:00,3.1
EV203002,FL005872,Technical Defect,Low,2025-10-19 07:11:00,0.2
EV203003,FL004664,Delay,Low,2025-09-28 09:48:00,2.9
EV203004,FL003184,Delay,High,2025-12-31 19:15:00,0.8
EV203005,FL007346,Delay,Medium,2025-12-15 21:15:00,3.6
EV203006,FL004701,Delay,High,2025-05-17 11:08:00,7.7
EV203007,FL006838,Baggage Issue,Low,2025-12-09 06:28:00,1.3
EV203008,FL007033,Delay,Medium,2025-03-05 10:36:00,2.6
EV203009,FL002677,Delay,Low,2025-03-17 09:27:00,2.7
EV203010,FL006110,Delay,Low,2025-09-25 05:08:00,2.8
EV203011,FL005284,Delay,High,2025-11-19 07:08:00,3.8
EV203012,FL001877,Delay,Low,2025-03-17 21:26:00,1.3
EV203013,FL004667,Delay,Low,2025-10-16 14:06:00,0.8
EV203014,FL007840,Cleaning Issue,High,2025-10-13 21:24:00,8.7
EV203015,FL004396,Delay,Low,2025-06-08 10:22:00,3.6
EV203016,FL005657,Gate Change,High,2025-11-14 14:22:00,6.6
EV203017,FL000902,Crew Issue,Low,2025-07-13 12:38:00,6.0
EV203018,FL003199,Cleaning Issue,Low,2025-07-19 21:29:00,1.3
EV203019,FL000195,Technical Defect,Medium,2025-07-24 14:13:00,4.2
EV203020,FL003008,Delay,Low,2025-08-04 21:17:00,4.4
EV203021,FL002813,Technical Defect,Medium,2025-07-07 07:44:00,2.0
EV203022,FL001559,Baggage Issue,High,2025-11-27 11:55:00,1.4
EV203023,FL004090,Technical Defect,Low,2025-06-04 16:47:00,2.0
EV203024,FL004146,Delay,Medium,2025-04-08 07:56:00,2.1
EV203025,FL004539,Cleaning Issue,Low,2025-08-15 19:44:00,1.7
EV203026,FL003268,Technical Defect,Medium,2025-06-23 19:56:00,1.1
EV203027,FL004254,Delay,Medium,2025-10-27 15:14:00,4.0
EV203028,FL004759,Cleaning Issue,Medium,2025-11-12 05:36:00,0.8
EV203029,FL001197,Gate Change,Low,2025-12-14 19:41:00,4.9
EV203030,FL003955,Fuel Issue,Medium,2025-11-07 16:07:00,11.3
EV203031,FL006715,Delay,Medium,2025-08-30 07:03:00,3.0
EV203032,FL005791,Delay,Low,2025-06-19 16:44:00,2.8
EV203033,FL005914,Delay,Medium,2025-12-11 12:31:00,1.8
EV203034,FL002418,Crew Issue,Low,2025-05-23 08:19:00,5.5
EV203035,FL007092,Cleaning Issue,Low,2025-12-17 20:54:00,2.3
EV203036,FL004010,Cleaning Issue,Low,2025-12-21 09:06:00,2.8
EV203037,FL007255,Baggage Issue,Low,2025-08-25 17:14:00,3.7
EV203038,FL001294,Crew Issue,Low,2025-12-24 13:59:00,1.1
EV203039,FL006837,Delay,Low,2025-04-15 06:17:00,1.1
EV203040,FL002435,Technical Defect,Medium,2025-01-23 11:17:00,1.8
EV203041,FL005457,Delay,Low,2025-07-08 13:37:00,1.6
EV203042,FL000143,Gate Change,Low,2025-04-29 20:40:00,8.0
EV203043,FL003615,Cleaning Issue,Medium,2025-11-25 21:38:00,2.9
EV203044,FL006404,Baggage Issue,Medium,2025-08-31 06:11:00,0.9
EV203045,FL005218,Technical Defect,Low,2025-02-17 17:39:00,2.0
EV203046,FL002548,Delay,High,2025-08-11 09:28:00,4.4
EV203047,FL002034,Technical Defect,Low,2025-09-28 21:07:00,7.1
EV203048,FL001893,Technical Defect,Medium,2025-05-22 17:25:00,17.6
EV203049,FL007574,Cleaning Issue,High,2025-12-11 19:19:00,0.7
EV203050,FL002479,Baggage Issue,Medium,2025-09-25 08:09:00,11.0
EV203051,FL005197,Delay,Critical,2025-09-18 08:54:00,3.5
EV203052,FL000096,Technical Defect,Medium,2025-04-29 16:52:00,7.0
EV203053,FL004919,Delay,Low,2025-12-12 11:58:00,1.7
EV203054,FL005334,Delay,Low,2025-09-02 11:00:00,6.7
EV203055,FL004769,Technical Defect,High,2025-09-20 16:58:00,7.4
EV203056,FL006848,Technical Defect,High,2025-10-21 18:13:00,5.0
EV203057,FL005616,Delay,Medium,2025-12-26 10:30:00,9.7
EV203058,FL001731,Technical Defect,Low,2025-09-08 13:12:00,1.2
EV203059,FL005632,Delay,Medium,2025-12-16 13:23:00,1.8
EV203060,FL001945,Delay,Low,2025-04-01 08:28:00,2.2
EV203061,FL000365,Delay,Medium,2025-08-17 05:34:00,1.0
EV203062,FL007636,Gate Change,Critical,2025-06-15 14:59:00,4.4
EV203063,FL003485,Crew Issue,Low,2025-08-07 15:40:00,4.8
EV203064,FL003549,Technical Defect,Medium,2025-11-17 08:02:00,0.5
EV203065,FL008012,Cleaning Issue,Low,2025-11-23 18:31:00,6.1
EV203066,FL004991,Gate Change,Medium,2025-01-26 16:20:00,5.0
EV203067,FL006229,Baggage Issue,Medium,2025-10-08 14:00:00,4.4
EV203068,FL007203,Technical Defect,Low,2025-12-14 13:01:00,0.1
EV203069,FL001573,Cleaning Issue,Medium,2025-08-06 21:27:00,3.4
EV203070,FL001250,Gate Change,High,2025-08-08 14:19:00,10.9
EV203071,FL003514,Crew Issue,High,2025-09-17 05:46:00,4.1
EV203072,FL000605,Gate Change,Low,2025-12-22 06:37:00,1.9
EV203073,FL003793,Fuel Issue,Medium,2025-01-26 09:09:00,1.6
EV203074,FL004468,Crew Issue,Low,2025-10-20 10:59:00,6.9
EV203075,FL008036,Fuel Issue,Medium,2025-12-14 07:18:00,1.8
EV203076,FL001391,Delay,Medium,2025-01-09 19:31:00,4.1
EV203077,FL007818,Gate Change,Low,2025-06-05 20:09:00,1.1
EV203078,FL001990,Gate Change,Low,2025-09-13 12:06:00,9.6
EV203079,FL000633,Technical Defect,Low,2025-02-03 20:01:00,6.5
EV203080,FL006953,Delay,Medium,2025-03-16 14:58:00,6.8
EV203081,FL002179,Crew Issue,High,2025-05-18 13:07:00,5.7
EV203082,FL002433,Delay,High,2025-12-06 17:23:00,3.0
EV203083,FL000600,Gate Change,High,2025-07-06 07:56:00,0.9
EV203084,FL004400,Technical Defect,Medium,2025-11-19 10:29:00,1.0
EV203085,FL001597,Technical Defect,Medium,2025-12-30 09:28:00,5.3
EV203086,FL004993,Cleaning Issue,High,2025-08-13 07:36:00,2.6
EV203087,FL003690,Fuel Issue,Low,2025-08-07 20:19:00,3.1
EV203088,FL002229,Gate Change,Medium,2025-09-12 18:28:00,3.5
EV203089,FL004933,Delay,High,2025-01-17 16:48:00,0.4
EV203090,FL001268,Delay,Medium,2025-04-24 08:11:00,4.8
EV203091,FL006671,Delay,Medium,2025-01-27 17:45:00,2.6
EV203092,FL005688,Technical Defect,Medium,2025-02-27 09:34:00,8.5
EV203093,FL000715,Delay,High,2025-05-29 12:48:00,2.6
EV203094,FL008170,Technical Defect,Low,2025-12-03 05:51:00,6.3
EV203095,FL002310,Technical Defect,Low,2025-11-11 09:01:00,6.0
EV203096,FL007926,Delay,High,2025-05-23 16:14:00,3.1
EV203097,FL005010,Crew Issue,Critical,2025-05-12 12:21:00,1.2
EV203098,FL007561,Cleaning Issue,Medium,2025-12-21 06:56:00,4.3
EV203099,FL003775,Technical Defect,Low,2025-12-26 05:14:00,5.4
EV203100,FL006325,Delay,High,2025-07-26 20:01:00,11.3
EV203101,FL002532,Delay,High,2025-01-06 21:54:00,5.8
EV203102,FL005708,Delay,Low,2025-05-23 11:16:00,3.7
EV203103,FL001461,Baggage Issue,Medium,2025-07-19 05:27:00,4.0
EV203104,FL001204,Gate Change,High,2025-09-24 15:03:00,4.1
EV203105,FL005820,Crew Issue,Medium,2025-12-23 08:33:00,5.5
EV203106,FL000270,Gate Change,Low,2025-08-23 08:42:00,2.2
EV203107,FL001929,Delay,High,2025-06-25 19:00:00,3.7
EV203108,FL004016,Fuel Issue,Medium,2025-07-02 20:22:00,0.5
