work_order_id,aircraft_id,opened_date,maintenance_type,priority,status,technician_hours,parts_cost_eur,downtime_hours
WO100962,OH-A129,2025-05-20,Inspection,Low,Open,2.1,1078.06,13.0
WO100963,OH-A128,2025-04-29,Scheduled,Medium,In Progress,5.9,631.99,9.1
WO100964,OH-A123,2025-09-02,Unscheduled,Low,Closed,6.3,502.58,28.0
WO100965,OH-A138,2025-03-22,Scheduled,High,Closed,10.6,90.58,1.3
WO100966,OH-A101,2025-10-11,Inspection,High,Closed,6.9,256.43,9.9
WO100967,OH-A118,2025-03-30,Unscheduled,Medium,Closed,3.4,151.93,18.4
WO100968,OH-A103,2025-08-18,Unscheduled,Medium,Closed,11.5,257.96,4.1
WO100969,OH-A114,2025-04-20,Engine,Medium,Closed,15.3,176.64,13.3
WO100970,OH-A112,2025-04-01,Cabin,Low,Closed,9.8,240.28,6.1
WO100971,OH-A142,2025-09-15,Scheduled,Medium,Closed,4.2,267.47,2.0
WO100972,OH-A132,2025-12-10,Unscheduled,Low,Closed,17.3,272.18,5.9
WO100973,OH-A111,2025-10-19,Inspection,Low,Closed,10.2,300.59,4.3
WO100974,OH-A130,2025-07-06,Scheduled,Medium,Closed,9.3,159.49,15.8
WO100975,OH-A139,2025-11-30,Unscheduled,Low,Closed,15.0,418.65,28.3
WO100976,OH-A109,2025-10-29,Scheduled,Medium,Closed,10.4,163.71,6.3
WO100977,OH-A127,2025-12-02,Scheduled,Medium,Closed,6.0,221.66,6.0
WO100978,OH-A123,2025-01-04,Component Replacement,Medium,Closed,14.0,383.68,1.6
WO100979,OH-A143,2025-10-24,Unscheduled,Medium,Closed,3.7,30.52,14.9
WO100980,OH-A117,2025-07-08,Component Replacement,Low,Closed,4.1,4873.44,20.3
WO100981,OH-A132,2025-09-12,Scheduled,Low,Closed,4.7,681.82,11.8
WO100982,OH-A127,2025-12-08,Inspection,Medium,Closed,7.0,555.48,5.8
WO100983,OH-A115,2025-07-09,Inspection,Medium,Closed,7.6,239.41,10.2
WO100984,OH-A116,2025-09-09,Engine,High,Closed,5.8,443.18,14.6
WO100985,OH-A141,2025-12-25,Scheduled,Low,Closed,5.9,120.32,7.7
WO100986,OH-A143,2025-02-11,Inspection,High,Closed,7.8,658.67,12.5
WO100987,OH-A112,2025-09-28,Cabin,Low,Closed,3.7,74.9,6.5
WO100988,OH-A122,2025-09-17,Scheduled,Medium,Closed,8.9,113.42,3.0
WO100989,OH-A106,2025-03-11,Scheduled,High,Open,1.2,198.36,14.2
WO100990,OH-A120,2025-01-06,Unscheduled,High,Closed,6.5,1826.04,9.4
WO100991,OH-A141,2025-08-19,Cabin,Medium,Closed,4.7,134.04,10.3
WO100992,OH-A133,2025-05-15,Scheduled,Low,Closed,16.9,563.23,15.4
WO100993,OH-A123,2025-04-25,Scheduled,Medium,Open,5.5,51.27,4.4
WO100994,OH-A137,2025-03-28,Cabin,High,Closed,7.0,413.56,6.0
WO100995,OH-A126,2025-07-18,Unscheduled,Low,Closed,5.7,2287.41,20.1
WO100996,OH-A121,2025-04-02,Scheduled,Low,In Progress,3.3,665.31,10.0
WO100997,OH-A100,2025-01-28,Inspection,Medium,Closed,3.2,50.75,14.6
WO100998,OH-A105,2025-01-16,Scheduled,Medium,Closed,2.8,421.37,8.7
WO100999,OH-A125,2025-04-05,Unscheduled,Medium,Closed,6.4,253.66,12.3
WO101000,OH-A104,2025-08-14,Scheduled,Low,Closed,5.4,1375.23,12.7
WO101001,OH-A100,2025-07-12,Inspection,High,Open,2.1,364.97,5.4
WO101002,OH-A115,2025-09-28,Inspection,High,Closed,15.7,95.57,29.6
WO101003,OH-A126,2025-08-07,Scheduled,Medium,Closed,9.3,352.01,10.2
WO101004,OH-A135,2025-04-17,Unscheduled,Low,Closed,7.1,201.1,2.4
WO101005,OH-A146,2025-12-01,Cabin,Low,Closed,1.5,46.52,2.9
WO101006,OH-A131,2025-08-03,Unscheduled,Medium,Closed,8.1,338.92,6.2
WO101007,OH-A146,2025-08-14,Cabin,High,Closed,6.9,405.23,1.9
WO101008,OH-A113,2025-07-01,Cabin,Medium,Closed,10.4,590.71,18.4
WO101009,OH-A131,2025-06-04,Scheduled,Medium,Closed,4.2,1116.0,5.5
WO101010,OH-A100,2025-12-29,Inspection,High,Closed,4.9,304.68,3.6
WO101011,OH-A106,2025-05-23,Engine,Medium,Closed,7.5,89.9,10.6
WO101012,OH-A130,2025-10-24,Component Replacement,High,Closed,4.7,174.74,12.4
WO101013,OH-A115,2025-01-31,Component Replacement,Medium,In Progress,8.0,395.99,6.5
WO101014,OH-A127,2025-12-12,Scheduled,Medium,Closed,3.2,1359.98,12.6
WO101015,OH-A145,2025-10-04,Cabin,Low,Closed,6.1,405.03,14.5
WO101016,OH-A137,2025-10-28,Scheduled,Low,Closed,4.2,353.47,6.4
WO101017,OH-A116,2025-04-27,Inspection,Critical,Closed,10.1,318.49,3.3
WO101018,OH-A132,2025-08-29,Cabin,Medium,Closed,17.8,400.14,5.9
WO101019,OH-A144,2025-10-03,Unscheduled,Medium,Closed,15.4,2725.61,7.3
WO101020,OH-A111,2025-01-26,Inspection,Medium,Closed,1.9,370.79,8.8
WO101021,OH-A126,2025-08-25,Inspection,Low,Closed,8.4,309.95,14.7
WO101022,OH-A135,2025-11-10,Cabin,High,Closed,4.2,419.16,7.5
WO101023,OH-A131,2025-11-06,Unscheduled,Low,Closed,3.1,205.13,4.8
WO101024,OH-A123,2025-10-05,Inspection,Medium,Closed,8.3,84.67,5.8
WO101025,OH-A120,2025-11-23,Scheduled,Medium,In Progress,3.1,70.81,9.7
WO101026,OH-A127,2025-04-13,Scheduled,Medium,Closed,11.9,195.04,10.3
WO101027,OH-A123,2025-09-09,Scheduled,Medium,Closed,8.4,1314.52,22.4
WO101028,OH-A117,2025-04-09,Unscheduled,Critical,Closed,10.5,1296.07,7.3
WO101029,OH-A141,2025-11-11,Inspection,High,Closed,7.5,132.16,4.8
WO101030,OH-A137,2025-07-11,Scheduled,Critical,Closed,2.9,344.41,1.4
WO101031,OH-A130,2025-10-30,Scheduled,Medium,Closed,5.2,460.14,2.1
WO101032,OH-A109,2025-04-14,Scheduled,Medium,Closed,13.0,195.4,11.6
WO101033,OH-A124,2025-04-23,Cabin,Critical,Closed,6.0,1493.21,5.6
WO101034,OH-A109,2025-12-21,Scheduled,Low,In Progress,5.7,864.39,17.2
WO101035,OH-A107,2025-11-27,Unscheduled,High,Closed,13.8,578.74,1.8
WO101036,OH-A111,2025-03-12,Component Replacement,Low,Closed,7.3,432.04,6.1
WO101037,OH-A107,2025-05-22,Engine,High,Closed,12.3,84.52,14.3
WO101038,OH-A137,2025-02-25,Inspection,High,Closed,6.0,1567.08,18.6
WO101039,OH-A124,2025-08-21,Scheduled,Medium,Closed,3.6,720.91,12.2
WO101040,OH-A134,2025-01-16,Scheduled,High,Closed,1.3,607.44,15.2
WO101041,OH-A146,2025-01-10,Scheduled,Low,Open,6.0,192.88,4.7
WO101042,OH-A112,2025-07-21,Component Replacement,Medium,In Progress,6.9,210.35,6.9
WO101043,OH-A109,2025-11-23,Scheduled,Medium,Closed,11.6,661.53,19.3
WO101044,OH-A106,2025-09-28,Unscheduled,Critical,Closed,0.5,1214.68,4.4
WO101045,OH-A100,2025-09-11,Scheduled,Medium,Closed,8.8,2263.89,8.6
WO101046,OH-A101,2025-08-03,Unscheduled,Low,Closed,6.5,193.38,13.0
WO101047,OH-A128,2025-03-08,Unscheduled,Low,Closed,5.8,344.17,17.8
WO101048,OH-A132,2025-03-18,Unscheduled,High,Open,17.3,49.68,7.9
WO101049,OH-A114,2025-08-14,Scheduled,High,Closed,8.4,34.43,6.7
WO101050,OH-A125,2025-12-04,Unscheduled,High,Closed,14.1,681.56,11.0
WO101051,OH-A109,2025-01-18,Scheduled,Low,Closed,4.1,171.86,23.3
WO101052,OH-A133,2025-05-19,Inspection,Medium,Closed,5.1,56.08,11.0
WO101053,OH-A134,2025-03-10,Inspection,Medium,Closed,11.7,126.1,11.3
WO101054,OH-A133,2025-02-21,Inspection,Medium,Unknown,3.7,568.4,7.9
WO101055,OH-A124,2025-05-10,Scheduled,High,Closed,3.8,592.24,4.6
WO101056,OH-A140,2025-03-11,Inspection,Low,Closed,3.4,78.47,6.8
WO101057,OH-A104,2025-03-31,Unscheduled,Medium,Closed,4.7,1389.11,7.8
WO101058,OH-A119,2025-06-09,Unscheduled,Medium,Closed,7.5,201.2,6.7
WO101059,OH-A103,2025-09-29,Scheduled,Medium,Closed,8.8,531.08,8.4
WO101060,OH-A139,2025-07-18,Cabin,Low,Closed,7.1,418.9,11.6
WO101061,OH-A103,2025-07-18,Unscheduled,Medium,Closed,5.4,398.79,5.6
WO101062,OH-A120,2025-08-08,Unscheduled,Low,Closed,6.7,158.07,14.8
WO101063,OH-A108,2025-03-24,Scheduled,Low,Closed,14.2,393.74,11.0
WO101064,OH-A133,2025-01-27,Inspection,Medium,Closed,6.6,528.14,8.9
WO101065,OH-A119,2025-01-11,Scheduled,Medium,Closed,5.1,330.53,7.4
WO101066,OH-A126,2025-11-13,Component Replacement,High,Closed,1.2,446.27,4.4
WO101067,OH-A146,2025-11-16,Scheduled,Medium,Closed,6.2,1214.17,11.7
WO101068,OH-A144,2025-05-03,Scheduled,Medium,Closed,11.4,251.83,29.8
WO101069,OH-A120,2025-10-14,Component Replacement,Critical,Closed,2.0,775.38,18.2
WO101070,OH-A117,2025-04-05,Unscheduled,Medium,Closed,2.8,326.88,12.7
WO101071,OH-A114,2025-04-22,Scheduled,High,Closed,4.8,1676.63,19.6
WO101072,OH-A133,2025-09-08,Component Replacement,Critical,Closed,4.4,98.89,5.9
WO101073,OH-A147,2025-12-05,Cabin,High,Closed,6.9,1485.94,5.1
WO101074,OH-A128,2025-08-12,Unscheduled,Low,Closed,16.4,237.07,8.4
WO101075,OH-A127,2025-12-17,Inspection,Low,Closed,3.3,3333.53,8.8
WO101076,OH-A147,2025-12-29,Unscheduled,Low,Closed,4.3,623.46,17.1
WO101077,OH-A109,2025-01-11,Inspection,Medium,Closed,5.9,944.12,14.5
WO101078,OH-A103,2025-05-30,Component Replacement,Medium,Closed,4.1,343.46,1.7
WO101079,OH-A104,2025-06-22,Inspection,Low,Closed,6.9,796.89,14.8
WO101080,OH-A128,2025-03-08,Unscheduled,Medium,Closed,8.6,796.57,7.5
WO101081,OH-A143,2025-03-19,Scheduled,Medium,Closed,4.4,349.88,10.6
WO101082,OH-A111,2025-12-22,Inspection,Medium,Closed,10.4,866.36,8.1
WO101083,OH-A134,2025-03-07,Inspection,Low,Closed,5.2,14.0,5.5
WO101084,OH-A142,2025-06-25,Inspection,Low,In Progress,4.1,211.85,10.5
WO101085,OH-A143,2025-06-25,Scheduled,Medium,Closed,2.4,412.16,5.3
WO101086,OH-A138,2025-08-30,Unscheduled,Low,Closed,9.1,666.4,7.6
WO101087,OH-A117,2025-07-19,Component Replacement,Medium,Closed,7.6,1066.37,4.7
WO101088,OH-A131,2025-01-16,Scheduled,Medium,Closed,3.2,313.34,3.6
WO101089,OH-A126,2025-06-14,Cabin,Medium,Closed,3.8,273.02,28.9
WO101090,OH-A123,2025-05-03,Unscheduled,High,Closed,7.3,964.42,6.2
WO101091,OH-A133,2025-02-16,Component Replacement,Low,Closed,8.8,1276.08,7.6
WO101092,OH-A132,2025-12-27,Unscheduled,Low,Closed,7.8,845.44,18.0
WO101093,OH-A138,2025-07-17,Unscheduled,High,Closed,9.1,346.18,9.4
WO101094,OH-A126,2025-12-18,Cabin,Medium,Closed,19.2,5159.36,4.5
WO101095,OH-A131,2025-12-01,Inspection,Low,Closed,10.5,436.75,4.5
WO101096,OH-A113,2025-12-26,Scheduled,Medium,Closed,9.3,500.91,4.3
WO101097,OH-A122,2025-03-28,Cabin,Medium,In Progress,4.6,2065.11,23.2
WO101098,OH-A139,2025-10-28,Unscheduled,Medium,Closed,2.9,1859.48,1.5
WO101099,OH-A137,2025-01-15,Component Replacement,High,Closed,13.0,818.53,3.9
WO101100,OH-A124,2025-07-02,Scheduled,Low,Closed,4.8,163.75,6.3
WO101101,OH-A127,2025-11-14,Engine,Medium,Closed,8.2,451.54,6.3
WO101102,OH-A112,2025-07-28,Cabin,Medium,Closed,2.3,676.84,5.8
WO101103,OH-A118,2025-03-15,Unscheduled,Medium,In Progress,1.7,2841.43,11.8
WO101104,OH-A131,2025-01-28,Scheduled,Medium,Closed,10.5,7705.99,10.0
WO101105,OH-A105,2025-06-17,Inspection,High,Closed,4.0,221.62,5.1
WO101106,OH-A100,2025-10-17,Scheduled,Medium,Closed,8.2,946.4,6.0
WO101107,OH-A128,2025-12-02,Unscheduled,High,Closed,4.0,178.58,34.0
WO101108,OH-A134,2025-10-01,Inspection,Low,Open,8.7,356.07,10.3
WO101109,OH-A147,2025-06-11,Scheduled,Medium,Closed,6.1,169.44,0.6
WO101110,OH-A122,2025-09-16,Cabin,High,Open,5.5,2141.44,4.5
WO101111,OH-A105,2025-10-14,Component Replacement,Low,Closed,7.7,511.75,5.8
WO101112,OH-A130,2025-05-20,Unscheduled,Critical,Closed,8.4,541.01,28.4
WO101113,OH-A114,2025-04-07,Unscheduled,Medium,In Progress,4.2,423.8,6.1
WO101114,OH-A107,2025-04-08,Engine,High,In Progress,8.2,587.75,6.4
WO101115,OH-A129,2025-09-30,Unscheduled,Low,Closed,8.6,608.18,2.1
WO101116,OH-A134,2025-10-23,Cabin,Medium,Closed,10.4,203.32,8.7
WO101117,OH-A102,2025-03-12,Scheduled,Medium,Closed,12.3,74.6,13.7
WO101118,OH-A134,2025-12-22,Scheduled,Critical,Closed,6.3,106.97,8.3
WO101119,OH-A127,2025-01-07,Unscheduled,Low,Open,4.1,80.58,6.1
WO101120,OH-A135,2025-06-04,Scheduled,Medium,Closed,3.5,490.25,7.4
WO101121,OH-A130,2025-06-26,Unscheduled,Medium,Closed,4.4,178.31,13.3
WO101122,OH-A122,2025-01-21,Unscheduled,High,Closed,4.7,1075.03,6.9
WO101123,OH-A116,2025-09-22,Scheduled,Critical,In Progress,5.1,513.2,7.0
WO101124,OH-A130,2025-11-25,Scheduled,High,Closed,6.2,64.37,11.0
WO101125,OH-A109,2025-03-28,Scheduled,Low,Closed,7.0,267.61,5.4
WO101126,OH-A126,2025-09-09,Scheduled,High,Closed,7.2,48.29,4.2
WO101127,OH-A136,2025-12-14,Scheduled,Medium,Closed,9.6,128.48,2.2
WO101128,OH-A111,2025-09-03,Scheduled,Medium,Closed,13.0,247.08,7.7
WO101129,OH-A104,2025-06-14,Cabin,Low,In Progress,7.3,156.75,5.2
WO101130,OH-A101,2025-12-11,Scheduled,High,Closed,4.7,2656.9,14.8
WO101131,OH-A126,2025-05-27,Scheduled,Medium,Closed,9.5,853.03,7.0
WO101132,OH-A119,2025-09-02,Cabin,High,Closed,9.2,290.67,13.7
WO101133,OH-A131,2025-10-09,Component Replacement,Medium,Closed,4.4,1680.56,12.1
WO101134,OH-A139,2025-08-14,Scheduled,Medium,Closed,9.2,152.25,2.0
WO101135,OH-A146,2025-04-25,Engine,Low,In Progress,0.9,289.4,3.4
WO101136,OH-A115,2025-09-17,Engine,Low,Closed,3.4,947.57,24.4
WO101137,OH-A105,2025-04-24,Component Replacement,Critical,Closed,3.0,132.21,5.4
WO101138,OH-A135,2025-06-26,Inspection,Medium,Closed,3.6,800.34,10.5
WO101139,OH-A100,2025-07-18,Inspection,Low,Closed,9.6,540.66,7.6
WO101140,OH-A130,2025-04-15,Cabin,Medium,Closed,5.4,726.38,2.1
WO101141,OH-A113,2025-10-07,Unscheduled,High,Closed,10.3,2434.27,4.5
WO101142,OH-A116,2025-04-02,Engine,Medium,Closed,13.6,636.21,3.9
WO101143,OH-A105,2025-02-28,Scheduled,Medium,Closed,-2.0,457.62,13.0
WO101144,OH-A100,2025-09-23,Component Replacement,High,Closed,4.3,90.26,4.5
WO101145,OH-A109,2025-11-18,Cabin,Low,Closed,5.6,497.84,11.2
WO101146,OH-A120,2025-03-30,Scheduled,Medium,Closed,6.3,249.65,3.0
WO101147,OH-A114,2025-07-09,Scheduled,Medium,Closed,14.7,356.69,0.9
WO101148,OH-A118,2025-12-06,Component Replacement,Medium,Closed,4.3,251.28,8.8
WO101149,OH-A105,2025-05-16,Component Replacement,Low,Closed,11.2,659.52,10.8
WO101150,OH-A106,2025-05-28,Component Replacement,Low,Closed,8.2,149.81,6.3
WO101151,OH-A135,2025-09-12,Cabin,Critical,Closed,1.2,498.72,8.6
WO101152,OH-A139,2025-08-20,Scheduled,High,Closed,5.3,142.37,2.6
WO101153,OH-A135,2025-02-16,Inspection,High,Closed,3.3,66.77,6.6
WO101154,OH-A145,2025-01-16,Inspection,High,Closed,5.2,286.65,14.8
WO101155,OH-A135,2025-05-13,Scheduled,Low,Closed,1.2,641.55,24.9
WO101156,OH-A105,2025-06-13,Scheduled,Medium,Closed,15.2,185.49,7.8
WO101157,OH-A135,2025-08-12,Inspection,Medium,Closed,4.9,462.47,10.2
WO101158,OH-A111,2025-05-26,Inspection,Medium,Closed,5.2,280.63,15.1
WO101159,OH-A137,2025-02-18,Inspection,Low,Closed,14.4,143.25,9.0
WO101160,OH-A130,2025-10-03,Unscheduled,Low,Closed,2.6,704.36,10.6
WO101161,OH-A140,2025-06-07,Inspection,Low,Closed,8.4,210.33,20.2
WO101162,OH-A145,2025-01-21,Unscheduled,Low,Closed,4.0,586.76,10.3
WO101163,OH-A133,2025-08-06,Scheduled,Medium,Closed,1.8,93.67,6.4
WO101164,OH-A144,2025-05-27,Inspection,High,Closed,9.0,462.58,20.0
WO101165,OH-A125,2025-07-15,Inspection,critical,Closed,12.5,752.85,9.6
WO101166,OH-A144,2025-11-10,Engine,Low,Closed,6.0,573.51,3.2
WO101167,OH-A104,2025-03-11,Unscheduled,Low,Closed,9.7,984.9,7.0
WO101168,OH-A121,2025-09-02,Component Replacement,Medium,Closed,4.2,769.31,26.7
WO101169,OH-A136,2025-02-13,Cabin,Medium,In Progress,8.5,544.15,15.8
WO101170,OH-A147,2025-10-11,Unscheduled,Medium,Closed,6.4,940.12,5.5
WO101171,OH-A141,2025-05-14,Inspection,Low,In Progress,4.6,277.62,17.1
WO101172,OH-A117,2025-10-06,Cabin,High,Closed,3.2,679.45,6.9
WO101173,OH-A130,2025-01-15,Unscheduled,Medium,Closed,12.4,412.31,4.6
WO101174,OH-A104,2025-08-30,Component Replacement,Low,Closed,6.5,2567.31,15.0
WO101175,OH-A105,2025-04-02,Inspection,High,Closed,5.0,530.33,3.4
WO101176,OH-A133,2025-05-23,Unscheduled,Medium,Closed,5.4,111.56,4.7
WO101177,OH-A115,2025-03-27,Engine,Low,Closed,8.7,519.59,8.9
WO101178,OH-A126,2025-05-26,Scheduled,Medium,In Progress,9.6,155.83,9.9
WO101179,OH-A109,2025-10-16,Scheduled,Medium,Closed,6.4,835.88,13.6
WO101180,OH-A138,2025-01-19,Scheduled,High,Closed,8.3,851.07,4.0
WO101181,OH-A104,2025-08-08,Engine,Medium,Closed,5.2,219.41,9.0
WO101182,OH-A129,2025-03-13,Unscheduled,High,Closed,5.6,142.9,1.2
WO101183,OH-A132,2025-05-25,Inspection,Medium,Open,9.0,460.71,1.5
WO101184,OH-A139,2025-07-23,Scheduled,Medium,Closed,5.1,163.37,4.9
WO101185,OH-A112,2025-02-05,Unscheduled,Low,Closed,3.0,174.43,13.5
WO101186,OH-A116,2025-11-23,Inspection,Low,Closed,8.8,243.21,11.5
WO101187,OH-A126,2025-09-06,Scheduled,High,Closed,7.9,753.19,6.9
WO101188,OH-A113,2025-08-12,Unscheduled,Medium,Closed,10.5,91.47,1.9
WO101189,OH-A135,2025-12-06,Scheduled,Critical,Closed,8.7,189.71,9.9
WO101190,OH-A136,2025-05-22,Scheduled,Medium,Open,7.8,4441.46,38.5
WO101191,OH-A136,2025-02-21,Unscheduled,Medium,In Progress,2.8,2846.38,8.1
WO101192,OH-A123,2025-10-31,Inspection,Critical,Closed,6.3,1352.62,3.4
WO101193,OH-A130,2025-08-20,Scheduled,Medium,Closed,4.7,421.49,7.7
WO101194,OH-A108,2025-06-13,Unscheduled,Medium,Open,8.7,855.76,2.2
WO101195,OH-A109,2025-02-01,Unscheduled,High,Closed,15.2,274.59,5.5
WO101196,OH-A118,2025-04-05,Cabin,Low,Closed,9.5,26.98,12.9
WO101197,OH-A109,2025-08-01,Inspection,Medium,Closed,2.6,228.1,19.1
WO101198,OH-A138,2025-01-30,Cabin,Low,Closed,7.5,251.14,6.6
WO101199,OH-A112,2025-07-20,Inspection,Critical,Closed,4.7,414.98,2.9
WO101200,OH-A144,2025-10-30,Engine,High,In Progress,9.2,653.91,13.4
WO101201,OH-A119,2025-06-14,Scheduled,High,Closed,10.0,2102.59,9.5
WO101202,OH-A136,2025-08-13,Inspection,Medium,Closed,6.2,416.46,7.6
WO101203,OH-A103,2025-03-21,Unscheduled,Medium,Closed,5.1,147.89,8.6
WO101204,OH-A134,2025-07-31,Component Replacement,Low,In Progress,7.8,331.65,6.8
WO101205,OH-A121,2025-03-08,Engine,Medium,Closed,4.4,768.24,8.1
WO101206,OH-A138,2025-09-21,Component Replacement,High,Closed,10.2,360.6,9.1
WO101207,OH-A108,2025-07-14,Scheduled,Low,Closed,8.7,180.64,9.8
WO101208,OH-A109,2025-08-09,Inspection,Low,Open,5.0,681.69,8.5
WO101209,OH-A141,2025-04-27,Component Replacement,Medium,Closed,3.3,128.66,4.3
WO101210,OH-A127,2025-05-08,Scheduled,High,In Progress,7.3,167.57,24.0
WO101211,OH-A126,2025-08-29,Scheduled,Medium,Closed,11.2,611.61,7.8
WO101212,OH-A128,2025-08-14,Inspection,Medium,Closed,9.8,183.97,1.8
WO101213,OH-A117,2025-09-10,Unscheduled,High,Closed,3.0,283.57,7.0
WO101214,OH-A145,2025-02-21,Scheduled,Low,Closed,8.2,409.9,7.3
WO101215,OH-A126,2025-03-10,Cabin,High,In Progress,8.7,386.87,4.7
WO101216,OH-A100,2025-04-19,Cabin,Medium,Closed,5.7,153.29,3.6
WO101217,OH-A113,2025-05-22,Unscheduled,Medium,Closed,6.6,560.53,9.1
WO101218,OH-A146,2025-07-16,Cabin,Low,Closed,9.5,161.17,9.0
WO101219,OH-A123,2025-07-09,Engine,Medium,Closed,7.0,2102.0,3.3
WO101220,OH-A134,2025-01-26,Inspection,High,Closed,1.5,270.05,9.2
WO101221,OH-A100,2025-01-13,Component Replacement,Medium,Closed,3.9,740.92,10.8
WO101222,OH-A101,2025-10-27,Cabin,Low,Closed,4.9,839.78,3.0
WO101223,OH-A109,2025-07-31,Component Replacement,Low,Closed,4.0,282.91,6.8
WO101224,OH-A124,2025-01-17,Unscheduled,High,Open,10.1,153.38,23.9
WO101225,OH-A129,2025-11-08,Scheduled,Medium,Closed,8.1,836.86,12.3
WO101226,OH-A103,2025-05-16,Unscheduled,Low,In Progress,2.7,97.26,12.3
WO101227,OH-A144,2025-08-30,Scheduled,Critical,Closed,8.0,113.32,12.5
WO101228,OH-A128,2025-06-15,Scheduled,Low,Closed,10.6,740.25,16.7
WO101229,OH-A116,2025-03-12,Unscheduled,High,Closed,5.7,330.04,1.0
WO101230,OH-A121,2025-09-06,Unscheduled,Low,Open,7.7,198.96,4.8
WO101231,OH-A124,2025-05-13,Scheduled,Low,In Progress,6.8,245.02,2.1
WO101232,OH-A137,2025-02-26,Engine,Medium,Closed,3.2,182.09,6.7
WO101233,OH-A104,2025-03-23,Scheduled,High,Closed,8.0,3572.94,5.6
WO101234,OH-A127,2025-10-27,Inspection,Medium,Closed,4.6,1116.99,6.1
WO101235,OH-A125,2025-07-09,Inspection,Medium,Closed,13.4,176.92,13.0
WO101236,OH-A137,2025-06-05,Cabin,High,Closed,3.1,295.11,4.9
WO101237,OH-A117,2025-10-13,Scheduled,High,Closed,6.4,732.76,24.6
WO101238,OH-A117,2025-04-02,Scheduled,Medium,Closed,10.9,152.05,1.6
WO101239,OH-A138,2025-02-24,Inspection,Medium,Closed,5.0,230.74,17.7
WO101240,OH-A141,2025-02-05,Inspection,Medium,In Progress,7.9,299.43,2.4
WO101241,OH-A139,2025-02-07,Engine,Low,Closed,27.8,167.1,12.6
WO101242,OH-A141,2025-12-04,Scheduled,High,Closed,10.5,1207.62,12.2
WO101243,OH-A104,2025-11-25,Unscheduled,Medium,Closed,8.1,197.48,6.8
WO101244,OH-A131,2025-05-28,Scheduled,High,Closed,9.8,359.09,13.5
WO101245,OH-A133,2025-06-22,Component Replacement,High,Open,8.4,453.36,4.5
WO101246,OH-A112,2025-05-20,Unscheduled,High,Closed,3.8,1970.7,3.9
WO101247,OH-A121,2025-07-20,Scheduled,High,Closed,7.8,370.07,12.8
WO101248,OH-A147,2025-03-07,Inspection,High,Closed,18.5,3418.49,5.7
WO101249,OH-A106,2025-08-29,Scheduled,Medium,Closed,12.2,280.71,22.8
WO101250,OH-A139,2025-07-04,Scheduled,High,Closed,5.4,323.5,12.8
WO101251,OH-A115,2025-11-30,Scheduled,High,Closed,5.8,1029.64,10.3
WO101252,OH-A140,2025-04-27,Engine,Low,Closed,19.2,2751.98,6.0
WO101253,OH-A125,2025-10-05,Inspection,Medium,Closed,6.4,309.67,3.3
WO101254,OH-A100,2025-03-02,Unscheduled,Medium,Closed,5.1,1388.75,15.7
WO101255,OH-A105,2025-02-03,Unscheduled,Low,Closed,3.9,941.45,15.6
WO101256,OH-A139,2025-10-02,Cabin,Medium,Closed,7.1,188.52,4.9
WO101257,OH-A137,2025-11-21,Scheduled,Low,Closed,4.9,396.19,2.9
WO101258,OH-A110,2025-11-24,Scheduled,Low,Closed,6.9,387.35,8.7
WO101259,OH-A130,2025-01-22,Engine,Medium,Closed,8.0,143.81,8.3
WO101260,OH-A124,2025-05-09,Inspection,Medium,Open,13.0,475.41,14.1
WO101261,OH-A102,2025-06-22,Cabin,High,Closed,5.8,437.03,6.8
WO101262,OH-A133,2025-04-15,Inspection,Medium,Closed,1.5,586.83,21.1
WO101263,OH-A107,2025-04-19,Component Replacement,Low,In Progress,5.6,432.61,11.4
WO101264,OH-A119,2025-05-17,Inspection,Low,Closed,5.6,207.0,23.3
WO101265,OH-A100,2025-01-10,Scheduled,Low,In Progress,5.4,4657.16,2.8
WO101266,OH-A111,2025-12-04,Cabin,Medium,Closed,6.2,501.18,9.3
WO101267,OH-A144,2025-04-20,Inspection,High,Closed,1.9,1480.15,20.0
WO101268,OH-A124,2025-08-02,Scheduled,Medium,Closed,3.2,625.2,3.1
WO101269,OH-A134,2025-10-16,Scheduled,Low,Closed,5.2,1820.71,14.9
WO101270,OH-A114,2025-03-02,Unscheduled,Medium,Closed,10.5,185.67,2.0
WO101271,OH-A102,2025-03-17,Scheduled,Critical,Closed,6.4,369.11,3.3
WO101272,OH-A129,2025-08-19,Scheduled,High,Closed,8.7,257.73,3.0
WO101273,OH-A111,2025-12-29,Scheduled,Medium,Closed,2.9,,3.5
WO101274,OH-A105,2025-05-27,Cabin,Low,Closed,4.1,527.17,13.6
WO101275,OH-A123,2025-11-29,Inspection,Low,In Progress,0.6,315.38,6.7
WO101276,OH-A119,2025-01-07,Unscheduled,Medium,In Progress,1.7,96.82,7.9
WO101277,OH-A105,2025-09-26,Scheduled,Medium,Closed,17.6,298.05,4.5
WO101278,OH-A128,2025-12-21,Component Replacement,Medium,Closed,2.8,274.24,8.4
WO101279,OH-A121,2025-09-30,Component Replacement,Low,Closed,3.5,973.34,19.5
WO101280,OH-A147,2025-02-11,Scheduled,High,Closed,4.1,94.92,3.1
WO101281,OH-A104,2025-01-05,Cabin,Medium,Closed,14.7,241.56,51.6
WO101282,OH-A123,2025-05-31,Scheduled,Critical,Closed,2.8,190.49,7.2
WO101283,OH-A138,2025-07-23,Scheduled,High,Closed,5.9,849.76,4.2
